"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"18079",2639.70470320683,1.9437732127248,0.267519443873934,7.26591377649838,3.70524886519886e-13,5.40998276119596e-11
"11722",998.79323798674,2.87169514656731,0.397259045224611,7.22877221069604,4.87380118243202e-13,7.05534791682488e-11
"1518",78.5580940821295,8.84672059754949,1.22575860990894,7.21734322405182,5.30130566393682e-13,7.60917068051677e-11
"3543",943.385966386404,2.11033605850952,0.293713687577161,7.18501094013577,6.72018054975576e-13,9.56468050178263e-11
"7873",585.188029713518,1.80729074820335,0.251792486161841,7.17769928623564,7.08942776211351e-13,9.92344115759641e-11
"17100",263.124570797932,3.15731217929793,0.439817193057664,7.17869203190513,7.03814833196227e-13,9.92344115759641e-11
"15635",1741.78224342524,3.03760988063156,0.42505487628172,7.14639461898158,8.9086721238241e-13,1.23677196525581e-10
"12824",207.579235099899,2.48182864476411,0.348430371904758,7.12288263275312,1.05692819925464e-12,1.45538153746145e-10
"18323",162.755833198191,2.82160766883583,0.396211135757791,7.12147492634007,1.06778162001387e-12,1.45846913694959e-10
"19558",73.8510284628136,5.69130086773995,0.800761724665786,7.10735877156882,1.18284671192248e-12,1.60270998078648e-10
"9914",197.708107918035,3.06281196592409,0.432454862475237,7.08238531159878,1.41694018836115e-12,1.9046599976407e-10
"5757",147.67865766305,1.36688278736609,0.193051764138387,7.08039521662312,1.43743919034181e-12,1.91700059581254e-10
"17421",41.5303933706269,6.67795415675117,0.944132620441983,7.07311029421372,1.51498976487336e-12,2.00463919122344e-10
"10115",2240.62209059701,3.21721552531326,0.456267592231321,7.0511594075307,1.77433081209215e-12,2.32960007476005e-10
"13060",81.6920001114982,4.83979500610657,0.687835088480314,7.03627233789352,1.97450842075494e-12,2.57248070171742e-10
"1191",430.79712656063,2.79669701722812,0.39782358791014,7.02999294717496,2.06543978291533e-12,2.67040867200283e-10
"20255",843.515539273924,2.65053859671569,0.377443402344596,7.02234713933564,2.18171644104308e-12,2.79937358802627e-10
"406",136.971976052707,2.98779821515147,0.425683670804754,7.01882270819327,2.23745473782148e-12,2.84930608229191e-10
"18986",1761.09052640053,1.38607726441987,0.197797422480142,7.0075597904165,2.42510396355208e-12,3.0652228231852e-10
"8753",52.308521778164,8.31147156837733,1.18786987733076,6.99695457136592,2.61586056374996e-12,3.28183928653578e-10
"2080",8.38211930620325,4.97200905215295,0.710787930476145,6.99506679695909,2.6513257912208e-12,3.30187536219902e-10
"1520",39.1509683161752,5.46597314671339,0.782001628736287,6.98972092365894,2.75433575931917e-12,3.40512297486049e-10
"12583",544.770732150758,2.26777581998702,0.325950476323397,6.95742447001982,3.46549631504954e-12,4.25326891941986e-10
"18649",1705.15304407045,2.98171103302317,0.429489449856862,6.94245466103276,3.85344646250512e-12,4.69538293060786e-10
"19633",333.506244214099,2.99284570925729,0.432706789728481,6.91656747779546,4.62718066739074e-12,5.59789706882835e-10
"1212",4564.18715761426,1.19560800694764,0.173105488906526,6.90681742387296,4.95647157067075e-12,5.95374177251422e-10
"17406",110.87876479901,8.50480738565115,1.23204160874375,6.90301961012753,5.09085989115408e-12,6.07210520961103e-10
"4334",964.512973980163,1.77036397360199,0.25844975220378,6.84993488485186,7.38836108541064e-12,8.75081620304895e-10
"7837",449.357727496848,2.34643552973927,0.342673090978048,6.84744612727583,7.51799888525622e-12,8.78154118066101e-10
"9180",11.4455688946668,3.59644286630004,0.525148337858565,6.84843235144857,7.46636262645225e-12,8.78154118066101e-10
"862",657.718528489955,3.89770096128725,0.570270380473939,6.8348297487377,8.21024753789098e-12,9.52444948967531e-10
"6420",294.378810931653,3.97287809752472,0.581477316290881,6.83238707034499,8.35131444778598e-12,9.62219134708511e-10
"19578",259.774733442194,2.4716929857965,0.362064613737424,6.82666267847156,8.69127289514876e-12,9.94622223142802e-10
"2126",10.3517307251484,4.82832145342139,0.71179229747974,6.78332916851888,1.17437641886617e-11,1.33492707425076e-09
"17812",160.48620902932,1.866303100612,0.275718154314091,6.76888000086478,1.29783126868691e-11,1.46542454651668e-09
"1677",702.764619063825,1.26308633233009,0.187046700987301,6.75278593882201,1.4503284784616e-11,1.62676910196716e-09
"19792",27.4374794249748,6.79779246947911,1.00704836763532,6.75021447623334,1.47626765063223e-11,1.64497007886566e-09
"20320",446.590589141263,1.3976380210699,0.207474644793834,6.73642807032501,1.62327593857679e-11,1.79695585435785e-09
"3149",532.788074520186,1.25091289771112,0.186080018396119,6.72244612018596,1.78698826570609e-11,1.96533897767948e-09
"4087",645.813486304844,1.27576141544314,0.190156126442565,6.7090208415056,1.95934685818744e-11,2.14099727336263e-09
"10794",227.4200317896,3.33229335821392,0.496986032336621,6.70500404718995,2.01400785548399e-11,2.18661865694438e-09
"16736",261.479066697388,1.31842442598099,0.196688931628108,6.70309414499144,2.04051902787187e-11,2.2012911321698e-09
"6915",7.83018150570389,2.93112127746131,0.437475904116015,6.70007479242559,2.08312892616956e-11,2.23303510269201e-09
"6158",150.71701361586,1.64728221658147,0.245956315015792,6.69745851606089,2.12075404612193e-11,2.25906989177152e-09
"11623",333.126486025129,1.62165433369738,0.242616908810433,6.68401201568536,2.32487730922548e-11,2.46084571975795e-09
